1,-3.188396,55.944425,100,-3.1884480944533,55.94472044232591,null
2,-3.1884480944533,55.94472044232591,90,-3.1884480944533,55.94502044232591,null
3,-3.1884480944533,55.94502044232591,150,-3.1887079020744356,55.94517044232591,rooms.lamp.teach
4,-3.1887079020744356,55.94517044232591,190,-3.1890033444003394,55.94511834787261,number.exist.rate
5,-3.1890033444003394,55.94511834787261,270,-3.1890033444003394,55.944818347872605,null
6,-3.1890033444003394,55.944818347872605,280,-3.1889512499470394,55.9445229055467,null
7,-3.1889512499470394,55.9445229055467,280,-3.1888991554937394,55.94422746322079,null
8,-3.1888991554937394,55.94422746322079,260,-3.1889512499470394,55.943932020894884,noted.friday.jams
9,-3.1889512499470394,55.943932020894884,190,-3.189246692272943,55.94387992644158,null
10,-3.189246692272943,55.94387992644158,190,-3.189542134598847,55.94382783198828,burn.spot.across
11,-3.189542134598847,55.94382783198828,170,-3.189837576924751,55.94387992644158,null
12,-3.189837576924751,55.94387992644158,170,-3.1901330192506547,55.943932020894884,null
13,-3.1901330192506547,55.943932020894884,170,-3.1904284615765586,55.94398411534819,pump.wheels.hulk
14,-3.1904284615765586,55.94398411534819,140,-3.1906582749094943,55.94417695163109,null
15,-3.1906582749094943,55.94417695163109,150,-3.19091808253063,55.94432695163109,paying.crowd.weep
16,-3.19091808253063,55.94432695163109,100,-3.19097017698393,55.944622393957,null
17,-3.19097017698393,55.944622393957,90,-3.19097017698393,55.944922393957,null
18,-3.19097017698393,55.944922393957,100,-3.19102227143723,55.94521783628291,maple.limit.hotels
19,-3.19102227143723,55.94521783628291,100,-3.19107436589053,55.945513278608814,null
20,-3.19107436589053,55.945513278608814,100,-3.19112646034383,55.94580872093472,simple.rust.audio
21,-3.19112646034383,55.94580872093472,230,-3.1913192966267356,55.945578907601785,null
22,-3.1913192966267356,55.945578907601785,230,-3.1915121329096414,55.94534909426885,hills.feels.tunes
23,-3.1915121329096414,55.94534909426885,200,-3.191794040695877,55.94524648822585,null
24,-3.191794040695877,55.94524648822585,200,-3.192075948482113,55.94514388218285,useful.hike.trades
25,-3.192075948482113,55.94514388218285,310,-3.191883112199207,55.94491406884991,null
26,-3.191883112199207,55.94491406884991,320,-3.1916532988662714,55.944721232567005,null
27,-3.1916532988662714,55.944721232567005,310,-3.1914604625833656,55.94449141923407,null
28,-3.1914604625833656,55.94449141923407,320,-3.19123064925043,55.94429858295116,hills.giant.crate
29,-3.19123064925043,55.94429858295116,270,-3.19123064925043,55.94399858295116,null
30,-3.19123064925043,55.94399858295116,270,-3.19123064925043,55.94369858295116,null
31,-3.19123064925043,55.94369858295116,280,-3.19117855479713,55.94340314062525,null
32,-3.19117855479713,55.94340314062525,270,-3.19117855479713,55.94310314062525,else.urban.museum
33,-3.19117855479713,55.94310314062525,0,-3.1908785547971297,55.94310314062525,relate.chill.vest
34,-3.1908785547971297,55.94310314062525,20,-3.190596647010894,55.94320574666825,null
35,-3.190596647010894,55.94320574666825,20,-3.1903147392246582,55.94330835271125,null
36,-3.1903147392246582,55.94330835271125,330,-3.1900549316035227,55.94315835271125,shows.fries.lamp
37,-3.1900549316035227,55.94315835271125,300,-3.1899049316035226,55.94289854509012,second.launch.miles
38,-3.1899049316035226,55.94289854509012,300,-3.1897549316035225,55.94263873746898,hooked.shine.third
39,-3.1897549316035225,55.94263873746898,80,-3.1897028371502225,55.94293417979489,null
40,-3.1897028371502225,55.94293417979489,10,-3.1894073948243187,55.94298627424819,region.passes.pencil
41,-3.1894073948243187,55.94298627424819,350,-3.189111952498415,55.94293417979489,null
42,-3.189111952498415,55.94293417979489,30,-3.1888521448772793,55.94308417979489,null
43,-3.1888521448772793,55.94308417979489,350,-3.1885567025513755,55.943032085341585,null
44,-3.1885567025513755,55.943032085341585,340,-3.1882747947651398,55.942929479298584,null
45,-3.1882747947651398,55.942929479298584,340,-3.187992886978904,55.942826873255584,null
46,-3.187992886978904,55.942826873255584,350,-3.187697444653,55.94277477880228,panic.squad.danger
47,-3.187697444653,55.94277477880228,110,-3.187800050695998,55.94305668658852,gums.clock.modes
48,-3.187800050695998,55.94305668658852,120,-3.187950050695998,55.943316494209654,null
49,-3.187950050695998,55.943316494209654,140,-3.1881798640289336,55.94350933049256,null
50,-3.1881798640289336,55.94350933049256,80,-3.1881277695756336,55.94380477281847,cubs.trucks.help
51,-3.1881277695756336,55.94380477281847,40,-3.187897956242698,55.94399760910137,null
52,-3.187897956242698,55.94399760910137,30,-3.1876381486215624,55.94414760910137,bound.ends.matter
53,-3.1876381486215624,55.94414760910137,300,-3.1874881486215623,55.94388780148024,null
54,-3.1874881486215623,55.94388780148024,300,-3.187338148621562,55.9436279938591,shut.stands.media
55,-3.187338148621562,55.9436279938591,330,-3.1870783410004266,55.943477993859105,null
56,-3.1870783410004266,55.943477993859105,320,-3.186848527667491,55.9432851575762,null
57,-3.186848527667491,55.9432851575762,320,-3.1866187143345552,55.94309232129329,null
58,-3.1866187143345552,55.94309232129329,330,-3.1863589067134197,55.942942321293295,hers.banks.goat
59,-3.1863589067134197,55.942942321293295,10,-3.186063464387516,55.9429944157466,null
60,-3.186063464387516,55.9429944157466,10,-3.185768022061612,55.9430465101999,toned.deflection.bland
61,-3.185768022061612,55.9430465101999,0,-3.185468022061612,55.9430465101999,null
62,-3.185468022061612,55.9430465101999,0,-3.1851680220616116,55.9430465101999,null
63,-3.1851680220616116,55.9430465101999,0,-3.1848680220616115,55.9430465101999,courier.assume.bill
64,-3.1848680220616115,55.9430465101999,130,-3.1850608583445172,55.943276323532835,null
65,-3.1850608583445172,55.943276323532835,120,-3.1852108583445173,55.94353613115397,null
66,-3.1852108583445173,55.94353613115397,150,-3.185470665965653,55.94368613115397,null
67,-3.185470665965653,55.94368613115397,100,-3.185522760418953,55.943981573479874,manliness.poem.cliff
68,-3.185522760418953,55.943981573479874,160,-3.1858046682051886,55.944084179522875,null
69,-3.1858046682051886,55.944084179522875,150,-3.186064475826324,55.94423417952287,organs.shape.fantastic
70,-3.186064475826324,55.94423417952287,20,-3.1857825680400884,55.94433678556587,null
71,-3.1857825680400884,55.94433678556587,20,-3.1855006602538527,55.944439391608874,null
