2020-01-01,91,1.294431721E9
2020-01-02,85,4.9134914E8
2020-01-03,91,5.18698075E8
2020-01-04,80,4.14067684E8
2020-01-05,92,4.1816379E8
2020-01-06,88,3.7605295E8
2020-01-07,98,8.38520648E8
2020-01-08,94,3.56382551E8
2020-01-09,82,4.04512726E8
2020-01-10,95,4.39092696E8
2020-01-11,89,3.29688632E8
2020-01-12,89,4.30119945E8
2020-01-13,86,3.2082703E8
2020-01-14,91,3.38434051E8
2020-01-15,88,3.04403996E8
2020-01-16,86,3.25865162E8
2020-01-17,79,3.10830997E8
2020-01-18,76,3.98779266E8
2020-01-19,90,3.02345289E8
2020-01-20,99,5.12917121E8
2020-01-21,92,2.90868663E8
2020-01-22,86,3.209833E8
2020-01-23,91,3.56543697E8
2020-01-24,82,3.1266855E8
2020-01-25,89,3.70572787E8
2020-01-26,91,4.02954545E8
2020-01-27,90,1.029243297E9
2020-01-28,80,5.455227E8
2020-01-29,97,2.90369938E8
2020-01-30,95,3.42002407E8
2020-01-31,91,3.42864969E8
2020-02-01,88,2.70293427E8
2020-02-02,84,2.76558509E8
2020-02-03,90,3.10292865E8
2020-02-04,90,2.78915524E8
2020-02-05,89,7.65090537E8
2020-02-06,90,2.72458823E8
2020-02-07,90,2.77744673E8
2020-02-08,82,2.760447E8
2020-02-09,95,4.81805796E8
2020-02-10,80,3.17528611E8
2020-02-11,92,2.7152195E8
2020-02-12,84,2.61917526E8
2020-02-13,94,2.58704396E8
2020-02-14,92,3.88300899E8
2020-02-15,85,2.94559393E8
2020-02-16,92,3.63681705E8
2020-02-17,82,2.8721606E8
2020-02-18,87,3.81586102E8
2020-02-19,92,2.84511486E8
2020-02-20,102,2.88442824E8
2020-02-21,81,3.61996896E8
2020-02-22,81,3.23363364E8
2020-02-23,89,2.71648653E8
2020-02-24,96,6.05873626E8
2020-02-25,80,3.17903366E8
2020-02-26,82,2.69888252E8
2020-02-27,94,2.61215542E8
2020-02-28,91,8.74500505E8
2020-02-29,88,5.16529892E8
2020-03-01,88,2.52395965E8
2020-03-02,88,2.79933047E8
2020-03-03,90,2.82710528E8
2020-03-04,80,2.68296191E8
2020-03-05,86,2.87044167E8
2020-03-06,92,3.47718097E8
2020-03-07,85,3.21642002E8
2020-03-08,88,3.00223559E8
2020-03-09,94,2.75505055E8
2020-03-10,91,2.72655146E8
2020-03-11,89,2.71974568E8
2020-03-12,78,2.48571838E8
2020-03-13,88,2.71207822E8
2020-03-14,92,2.96168511E8
2020-03-15,96,5.88761442E8
2020-03-16,84,2.71812387E8
2020-03-17,99,2.93195275E8
2020-03-18,84,3.38675175E8
2020-03-19,95,3.02074939E8
2020-03-20,99,3.4743175E8
2020-03-21,94,2.79839546E8
2020-03-22,84,2.65297309E8
2020-03-23,84,2.81594846E8
2020-03-24,95,3.37789626E8
2020-03-25,86,2.69349023E8
2020-03-26,94,3.28041226E8
2020-03-27,85,2.67317404E8
2020-03-28,84,2.57907729E8
2020-03-29,88,2.5209587E8
2020-03-30,83,2.80258016E8
2020-03-31,99,2.80128514E8
2020-04-01,47,2.44028276E8
2020-04-02,91,3.21468713E8
2020-04-03,85,2.51532106E8
2020-04-04,91,2.98527582E8
2020-04-05,80,2.65348629E8
2020-04-06,92,3.02426283E8
2020-04-07,88,2.47009221E8
2020-04-08,98,7.25573198E8
2020-04-09,94,2.70808395E8
2020-04-10,82,3.04815337E8
2020-04-11,95,3.74826739E8
2020-04-12,89,2.70488487E8
2020-04-13,89,3.648636E8
2020-04-14,86,2.55557289E8
2020-04-15,91,2.84383282E8
2020-04-16,88,2.43667332E8
2020-04-17,86,2.52442617E8
2020-04-18,79,2.49850742E8
2020-04-19,76,3.05083574E8
2020-04-20,90,2.75088655E8
2020-04-21,99,4.8698874E8
2020-04-22,92,2.63038495E8
2020-04-23,86,2.53002721E8
2020-04-24,91,2.46310976E8
2020-04-25,82,2.71334376E8
2020-04-26,89,3.97808094E8
2020-04-27,91,3.79912347E8
2020-04-28,90,9.89224252E8
2020-04-29,80,5.04461169E8
2020-04-30,97,2.59996449E8
2020-05-01,95,3.11631236E8
2020-05-02,91,3.1643277E8
2020-05-03,88,2.48149643E8
2020-05-04,84,2.47318907E8
2020-05-05,90,2.70147541E8
2020-05-06,90,3.84862379E8
2020-05-07,89,6.60162036E8
2020-05-08,90,2.55113243E8
2020-05-09,90,2.57326222E8
2020-05-10,82,2.56183996E8
2020-05-11,95,5.05029228E8
2020-05-12,80,2.48308941E8
2020-05-13,92,2.4863472E8
2020-05-14,84,2.44292712E8
2020-05-15,94,2.47429732E8
2020-05-16,92,3.68633349E8
2020-05-17,85,2.42493321E8
2020-05-18,92,3.28837711E8
2020-05-19,82,2.54993234E8
2020-05-20,87,3.61580666E8
2020-05-21,92,2.52812806E8
2020-05-22,102,2.69474485E8
2020-05-23,81,3.33966281E8
2020-05-24,81,2.64522791E8
2020-05-25,89,2.6851734E8
2020-05-26,96,6.49190111E8
2020-05-27,80,2.86717876E8
2020-05-28,82,2.57039854E8
2020-05-29,94,2.66213161E8
2020-05-30,91,9.32289716E8
2020-05-31,88,5.69904766E8
2020-06-01,88,2.557685E8
2020-06-02,88,2.82020881E8
2020-06-03,90,2.72327382E8
2020-06-04,80,2.66796266E8
2020-06-05,86,2.94877906E8
2020-06-06,92,3.02385137E8
2020-06-07,85,2.61558246E8
2020-06-08,88,2.85422525E8
2020-06-09,94,2.87452066E8
2020-06-10,91,2.70701252E8
2020-06-11,89,2.76031678E8
2020-06-12,78,2.68084596E8
2020-06-13,88,2.99560658E8
2020-06-14,92,2.88628529E8
2020-06-15,96,5.49364884E8
2020-06-16,84,2.64309681E8
2020-06-17,99,3.00482276E8
2020-06-18,84,3.51086362E8
2020-06-19,95,3.19650548E8
2020-06-20,99,3.62077166E8
2020-06-21,94,2.86234652E8
2020-06-22,84,2.79022053E8
2020-06-23,84,2.89257442E8
2020-06-24,95,3.57818385E8
